image_path,condition,contour_id,contour_points
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_433_d8c46e92-image_66.png,2,2,"[[[193, 85]], [[192, 86]], [[187, 86]], [[185, 88]], [[184, 88]], [[182, 90]], [[181, 90]], [[178, 93]], [[178, 94]], [[176, 96]], [[176, 97]], [[175, 98]], [[175, 102]], [[177, 104]], [[175, 106]], [[176, 107]], [[176, 109]], [[177, 110]], [[176, 111]], [[176, 112]], [[182, 118]], [[183, 118]], [[187, 122]], [[188, 121]], [[190, 123]], [[191, 123]], [[193, 121]], [[194, 122]], [[195, 122]], [[196, 123]], [[197, 122]], [[198, 122]], [[199, 121]], [[200, 122]], [[201, 121]], [[202, 121]], [[206, 117]], [[207, 117]], [[208, 116]], [[208, 115]], [[210, 113]], [[210, 112]], [[212, 110]], [[211, 109]], [[213, 107]], [[213, 105]], [[212, 104]], [[211, 105]], [[211, 107]], [[212, 108]], [[209, 111]], [[209, 112]], [[202, 119]], [[201, 119]], [[199, 121]], [[198, 120]], [[194, 120]], [[193, 121]], [[192, 120]], [[189, 120]], [[188, 119]], [[187, 120]], [[183, 116]], [[183, 115]], [[181, 113]], [[181, 112]], [[178, 109]], [[180, 107]], [[179, 106]], [[179, 105]], [[180, 104]], [[179, 103]], [[179, 100]], [[181, 98]], [[181, 97]], [[180, 96]], [[183, 93]], [[184, 93]], [[185, 92]], [[186, 92]], [[190, 88]], [[191, 88]], [[192, 89]], [[195, 86]], [[196, 86]], [[197, 87]], [[198, 87]], [[199, 86]], [[198, 85]], [[197, 85]], [[196, 86]], [[195, 86]], [[194, 85]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_433_d8c46e92-image_66.png,2,3,"[[[218, 64]], [[217, 65]], [[218, 66]], [[219, 65]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_436_7c5f1d18-image_69.png,2,0,"[[[121, 124]], [[120, 125]], [[121, 126]], [[122, 125]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_436_7c5f1d18-image_69.png,2,1,"[[[210, 64]], [[209, 65]], [[208, 65]], [[207, 66]], [[209, 68]], [[210, 68]], [[213, 65]], [[212, 64]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_436_7c5f1d18-image_69.png,2,2,"[[[196, 64]], [[195, 65]], [[196, 66]], [[197, 66]], [[198, 65]], [[197, 64]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_439_c0c15db2-image_72.png,2,0,"[[[183, 124]], [[182, 125]], [[183, 126]], [[184, 125]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_439_c0c15db2-image_72.png,2,1,"[[[172, 124]], [[171, 125]], [[172, 126]], [[173, 126]], [[174, 125]], [[173, 124]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_439_c0c15db2-image_72.png,2,2,"[[[121, 124]], [[120, 125]], [[121, 126]], [[122, 125]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_439_c0c15db2-image_72.png,2,3,"[[[96, 75]], [[95, 76]], [[96, 77]], [[97, 76]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_439_c0c15db2-image_72.png,2,4,"[[[145, 73]], [[144, 74]], [[144, 75]], [[145, 76]], [[146, 76]], [[147, 75]], [[147, 74]], [[146, 73]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_439_c0c15db2-image_72.png,2,5,"[[[209, 64]], [[207, 66]], [[209, 68]], [[211, 68]], [[214, 65]], [[213, 64]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_440_7776d60a-image_73.png,2,0,"[[[96, 75]], [[95, 76]], [[96, 77]], [[97, 76]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_440_7776d60a-image_73.png,2,1,"[[[101, 74]], [[100, 75]], [[101, 76]], [[102, 75]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_440_7776d60a-image_73.png,2,2,"[[[209, 64]], [[208, 65]], [[211, 68]], [[214, 65]], [[213, 64]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_442_96547cbb-image_75.png,2,0,"[[[189, 124]], [[188, 125]], [[189, 126]], [[190, 125]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_442_96547cbb-image_75.png,2,1,"[[[209, 64]], [[208, 65]], [[210, 67]], [[212, 65]], [[211, 64]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_443_1fd50b20-image_76.png,2,0,"[[[218, 64]], [[217, 65]], [[218, 66]], [[219, 65]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_443_1fd50b20-image_76.png,2,1,"[[[209, 64]], [[208, 65]], [[210, 67]], [[212, 65]], [[211, 64]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_444_24d6ef4d-image_77.png,2,0,"[[[178, 124]], [[177, 125]], [[177, 126]], [[178, 127]], [[179, 127]], [[181, 125]], [[180, 124]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_444_24d6ef4d-image_77.png,2,1,"[[[128, 124]], [[127, 125]], [[128, 126]], [[129, 125]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_444_24d6ef4d-image_77.png,2,2,"[[[143, 122]], [[142, 123]], [[145, 126]], [[147, 124]], [[146, 123]], [[145, 124]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_444_24d6ef4d-image_77.png,2,3,"[[[128, 81]], [[127, 82]], [[128, 83]], [[129, 82]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_444_24d6ef4d-image_77.png,2,4,"[[[113, 81]], [[112, 82]], [[114, 84]], [[115, 84]], [[116, 83]], [[115, 82]], [[114, 82]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_444_24d6ef4d-image_77.png,2,5,"[[[95, 75]], [[94, 76]], [[96, 78]], [[98, 76]], [[97, 75]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_444_24d6ef4d-image_77.png,2,6,"[[[104, 74]], [[103, 75]], [[103, 76]], [[104, 77]], [[106, 77]], [[107, 76]], [[107, 75]], [[106, 74]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_444_24d6ef4d-image_77.png,2,7,"[[[146, 72]], [[145, 73]], [[146, 74]], [[147, 73]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_444_24d6ef4d-image_77.png,2,8,"[[[158, 65]], [[157, 66]], [[159, 68]], [[161, 66]], [[160, 65]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_444_24d6ef4d-image_77.png,2,9,"[[[209, 64]], [[208, 65]], [[211, 68]], [[214, 65]], [[213, 64]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_444_24d6ef4d-image_77.png,2,10,"[[[194, 64]], [[193, 65]], [[194, 66]], [[195, 66]], [[196, 65]], [[195, 64]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_447_5dc973ec-image_80.png,2,0,"[[[201, 123]], [[200, 124]], [[201, 125]], [[202, 124]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_447_5dc973ec-image_80.png,2,1,"[[[97, 80]], [[96, 81]], [[97, 82]], [[98, 81]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_447_5dc973ec-image_80.png,2,2,"[[[141, 79]], [[140, 80]], [[143, 83]], [[144, 82]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_447_5dc973ec-image_80.png,2,3,"[[[183, 65]], [[182, 66]], [[183, 67]], [[184, 67]], [[185, 66]], [[184, 65]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_447_5dc973ec-image_80.png,2,4,"[[[209, 64]], [[208, 65]], [[211, 68]], [[214, 65]], [[215, 65]], [[216, 66]], [[217, 65]], [[218, 66]], [[219, 65]], [[218, 64]], [[217, 65]], [[216, 64]], [[215, 65]], [[214, 65]], [[213, 64]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_450_b34bf356-image_83.png,2,0,"[[[193, 124]], [[192, 125]], [[193, 126]], [[194, 125]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_451_b52e2613-image_84.png,2,0,"[[[189, 124]], [[188, 125]], [[189, 126]], [[190, 125]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_451_b52e2613-image_84.png,2,1,"[[[210, 64]], [[209, 65]], [[210, 66]], [[211, 65]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_453_dd9f1631-image_86.png,2,0,"[[[188, 124]], [[187, 125]], [[188, 126]], [[189, 126]], [[190, 125]], [[189, 124]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_453_dd9f1631-image_86.png,2,1,"[[[180, 124]], [[179, 125]], [[180, 126]], [[181, 125]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_453_dd9f1631-image_86.png,2,2,"[[[210, 64]], [[209, 65]], [[210, 66]], [[211, 65]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_456_eef7e6d5-image_89.png,2,0,"[[[209, 64]], [[208, 65]], [[209, 66]], [[210, 66]], [[211, 65]], [[210, 64]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_457_4fbcfe12-image_90.png,2,0,"[[[188, 124]], [[187, 125]], [[188, 126]], [[189, 126]], [[190, 125]], [[189, 124]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_457_4fbcfe12-image_90.png,2,1,"[[[134, 124]], [[133, 125]], [[134, 126]], [[135, 125]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_457_4fbcfe12-image_90.png,2,2,"[[[162, 101]], [[161, 102]], [[162, 103]], [[163, 102]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_457_4fbcfe12-image_90.png,2,3,"[[[109, 80]], [[108, 81]], [[109, 82]], [[110, 81]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_457_4fbcfe12-image_90.png,2,4,"[[[159, 73]], [[158, 74]], [[158, 75]], [[160, 77]], [[161, 76]], [[161, 75]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_457_4fbcfe12-image_90.png,2,5,"[[[209, 64]], [[208, 65]], [[210, 67]], [[211, 67]], [[212, 66]], [[213, 66]], [[215, 68]], [[218, 65]], [[217, 64]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_457_4fbcfe12-image_90.png,2,6,"[[[196, 64]], [[195, 65]], [[196, 66]], [[197, 66]], [[198, 65]], [[197, 64]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_459_6357849e-image_92.png,2,0,"[[[192, 124]], [[191, 125]], [[192, 126]], [[193, 125]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_459_6357849e-image_92.png,2,1,"[[[179, 124]], [[178, 125]], [[179, 126]], [[180, 125]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_459_6357849e-image_92.png,2,2,"[[[155, 65]], [[154, 66]], [[155, 67]], [[156, 66]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_459_6357849e-image_92.png,2,3,"[[[209, 64]], [[208, 65]], [[208, 66]], [[210, 68]], [[213, 65]], [[212, 64]]]"
D:\code\ai_cytometry\data\example_exported_data\opencv_images\2\temp_combined\task_459_6357849e-image_92.png,2,4,"[[[165, 64]], [[164, 65]], [[165, 66]], [[166, 65]]]"
